imageId,image_file,question,answer,fullAnswer,blip_response
n481655,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n481655.png,Is the batter to the right of a helmet?,no,"No, the batter is to the right of a catcher.",no
n52544,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n52544.png,What is the man holding?,glass,The man is holding the glass.,a glass
n23762,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n23762.png,Is the mug in the top part?,no,"No, the mug is in the bottom of the image.",no
n52544,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n52544.png,What is that man holding?,glass,The man is holding the glass.,a glass
n131634,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n131634.png,Are both the tree and the motorbike made of the same material?,no,"No, the tree is made of wood and the motorbike is made of metal.",no
n9181,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n9181.png,What do both the vest and the wheelchair have in common?,color,"The color, both the vest and the wheelchair are black.",they are both red
n202379,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n202379.png,How long do you think are the trousers the boy is wearing?,short,The trousers are short.,they are short
n211324,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n211324.png,Do you see a baby that is ugly?,no,"No, there is a baby but he is beautiful.",do you see a baby that is ugly?
n146522,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n146522.png,Which color are the balls that are in the bottom of the image?,white,The balls are white.,white
n256120,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n256120.png,Do the sneakers have the same color as the tree leaves?,no,"No, the tree leaves are green and the sneakers are white.",a vw swoop van
n256120,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n256120.png,Are the pole and the van made of the same material?,yes,"Yes, both the pole and the van are made of metal.","no, the pole is made of wood"
n256120,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n256120.png,What is the vehicle that is made of same material as the pole that is not short called?,van,The vehicle is a van.,vw bus
n216553,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n216553.png,Is the brown horse to the left or to the right of the bag that is not little?,left,The horse is to the left of the bag.,to the right
n4777,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n4777.png,Who is sitting on the chair in front of the table?,woman,The woman is sitting on the chair.,a man
n460385,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n460385.png,What do you think is that plant on?,shelf,The plant is on the shelf.,a pizza
n59676,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n59676.png,Do you see a fork beside the plate?,no,"No, there is a saucer beside the plate.",no
n531731,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n531731.png,What do the home plate and the towel have in common?,color,"The color, both the home plate and the towel are white.",they are both white
n125122,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n125122.png,Are there desks behind the chair?,yes,"Yes, there is a desk behind the chair.",no
n4777,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n4777.png,What is the woman sitting on?,chair,The woman is sitting on the chair.,a laptop
n4777,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n4777.png,What piece of furniture is the laptop sitting on top of?,table,The laptop is sitting on top of the table.,a table
n95313,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n95313.png,What is the piece of furniture to the right of the bookshelf that is not empty?,closet,The piece of furniture is a closet.,a chair
n413319,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n413319.png,Who is jumping?,player,The player is jumping.,a tennis player
n4777,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n4777.png,What is the laptop sitting on top of?,table,The laptop is sitting on top of the table.,a table
n520071,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n520071.png,Which kind of animal is it?,cat,The animal is a cat.,cat
n170941,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n170941.png,Is there a fork on top of the table made of wood?,yes,"Yes, there is a fork on top of the table.",no
n170941,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n170941.png,Is there a fork near the coffee mug to the left of the plate?,yes,"Yes, there is a fork near the coffee mug.",no
n296467,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n296467.png,Do the cupcakes near the rice look rotten and baked?,no,"No, the cupcakes are baked but fresh.","no, they look fresh"
n579256,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n579256.png,What's the weight of the bottle?,heavy,The bottle is heavy.,it's light
n88933,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n88933.png,Do you see any food to the right of the person that wears a sandal?,no,"No, the food is to the left of the boy.",yes
n35676,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n35676.png,What are the pieces of furniture that are above the countertop called?,cabinets,The pieces of furniture are cabinets.,cabinets
n412144,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n412144.png,What type of clothing is long?,jeans,The clothing is jeans.,plaid
n44249,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n44249.png,Are the pants soft and purple?,no,"No, the pants are soft but brown.",no
n125122,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n125122.png,Are there both a table and a plate in the image?,no,"No, there is a table but no plates.",no
n525901,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n525901.png,What is the color of the shelf made of wood?,tan,The shelf is tan.,brown
n216553,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n216553.png,Do you think the man that looks young is looking down or having meeting?,looking down,The man is looking down.,he is looking down
n69237,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n69237.png,Which color is the chair that is not large?,gray,The chair is gray.,red
n195249,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n195249.png,Who wears a necklace?,woman,The woman wears a necklace.,a woman
n195249,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n195249.png,Who wears the necklace?,woman,The woman wears a necklace.,a woman
n445353,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n445353.png,Are the boxes standing against the red bricks?,yes,"Yes, the boxes are standing against the bricks.",no
n494918,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n494918.png,Is he to the left of the frisbee the trees are behind of?,no,"No, the boy is to the right of the frisbee.",yes
n37274,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n37274.png,Is the plastic cup to the right of the drink that is to the right of the man?,yes,"Yes, the cup is to the right of the liquor.",yes
n249639,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n249639.png,Are there trash cans near the sink?,yes,"Yes, there is a trash can near the sink.",no
n546616,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n546616.png,Are there cakes near the plates?,yes,"Yes, there is a cake near the plates.",yes
n37274,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n37274.png,What is full of liquor?,cup,The cup is full of liquor.,a blender
n259002,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n259002.png,What do the ball and the goal have in common?,color,"The color, both the ball and the goal are white.",they are both on the field
n400036,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n400036.png,What is in front of the building?,trees,The trees are in front of the building.,a soccer field
n400036,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n400036.png,What is in front of the large building?,trees,The trees are in front of the building.,a soccer field
n455563,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n455563.png,What is the woman using?,brush,The woman is using a brush.,a mirror
n367944,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n367944.png,What is the color of the chair on the left side?,beige,The chair is beige.,white
n12404,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n12404.png,Is the safety cone on the right side of the picture?,no,"No, the safety cone is on the left of the image.",no
n24526,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n24526.png,Is there any motorcycle in front of the vehicle above the road?,no,"No, there is a woman in front of the car.",no
n12404,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n12404.png,Does the traffic cone behind the woman have small size and orange color?,yes,"Yes, the safety cone is small and orange.",yes
n344136,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n344136.png,Does the wall have a different color than the window frame?,no,"No, both the wall and the window frame are white.",yes
n275148,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n275148.png,What's leaning against the wall?,mirror,The mirror is leaning against the wall.,a black couch
n369970,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n369970.png,Who is riding?,snowboarder,The snowboarder is riding.,a person
n573460,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n573460.png,Does the short sleeved shirt have blue color?,yes,"Yes, the shirt is blue.",yes
n455563,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n455563.png,Who is using the brush?,woman,The woman is using the brush.,a woman
n455563,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n455563.png,What is the woman behind the mirror using?,brush,The woman is using a brush.,a brush
n355339,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n355339.png,Is the glass large and clear?,no,"No, the glass is clear but small.",yes
n194179,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n194179.png,Which kind of clothing is colorful?,shirt,The clothing is a shirt.,tennis player's clothing
n28572,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n28572.png,Is the mug in the bottom part?,yes,"Yes, the mug is in the bottom of the image.",no
n199758,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n199758.png,Is the shirt long sleeved or sleeveless?,long sleeved,The shirt is long sleeved.,long sleeved
n489699,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n489699.png,Where is the child that is not female standing on?,ground,The child is standing on the ground.,on the skis
n88366,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n88366.png,Who is standing?,skier,The skier is standing.,a skier
n489699,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n489699.png,Who is wearing a helmet?,child,The kid is wearing a helmet.,the boy
n143672,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n143672.png,Who is looking down?,skier,The skier is looking down.,a skier
n314630,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n314630.png,What is in front of the light switch?,house,The house is in front of the switch.,a toy house
n24526,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n24526.png,Are both the umbrella and the shirt the same color?,yes,"Yes, both the umbrella and the shirt are black.",no
n200225,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n200225.png,Is the color of the olive the same as the color of the pizza box?,no,"No, the olive is black and the pizza box is white.",no
n200225,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n200225.png,Are both the pepper and the pizza box the same color?,no,"No, the pepper is green and the pizza box is white.",no
n65885,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n65885.png,Is there a white teddy bear or doll?,no,"No, there is a teddy bear but it is brown.",no
n167164,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n167164.png,What is the vehicle that is below the signal light that is black?,suv,The vehicle is a SUV.,a car
n282436,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n282436.png,What is the table inside of?,office,The table is inside the office.,a desk
n64959,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n64959.png,Is the white refrigerator to the right or to the left of the container that is made of cardboard?,right,The refrigerator is to the right of the box.,to the right
n184385,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n184385.png,Does the pot made of stainless steel look deep?,yes,"Yes, the pot is deep.",yes
n141939,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n141939.png,Does that sink have white color and small size?,no,"No, the sink is white but large.",yes
n143672,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n143672.png,"How does the skier to the left of the other skier look, tall or short?",tall,The skier is tall.,tall
n469525,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n469525.png,Are there both horses and deer in the picture?,no,"No, there is a deer but no horses.",yes
n199097,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n199097.png,Who is wearing the coat?,gentleman,The gentleman is wearing a coat.,a man
n199097,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n199097.png,Who is wearing the glasses?,gentleman,The gentleman is wearing glasses.,the man
n199097,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n199097.png,Who is wearing glasses?,gentleman,The gentleman is wearing glasses.,the man
n469525,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n469525.png,Do you see deer or dogs that are staring?,yes,"Yes, the deer is staring.",a giraffe
n143672,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n143672.png,Does the skier that is not short appear to be looking down?,yes,"Yes, the skier is looking down.",yes
n199097,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n199097.png,Who is wearing a coat?,gentleman,The gentleman is wearing a coat.,a man
n433692,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n433692.png,Does the lamp next to the laptop look tall?,yes,"Yes, the lamp is tall.",no
n154856,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n154856.png,What type of vehicle is on top of the road?,car,The vehicle is a car.,a bus
n475030,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n475030.png,Does the water look dark?,no,"No, the water is light.",no
n526228,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n526228.png,Who is wearing the pants?,man,The man is wearing pants.,the man
n326988,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n326988.png,Are the shelves different in color than the plants?,yes,"Yes, the plants are green and the shelves are white.",no
n200225,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n200225.png,Does the olive look black or green?,black,The olive is black.,green
n100991,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n100991.png,"What color is the tray, green or light blue?",green,The tray is green.,green
n219840,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n219840.png,What are the animals that the striped animal is standing behind?,horses,The animals are horses.,zebras
n6309,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n6309.png,What is the fence made of?,metal,The fence is made of metal.,metal
n496803,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n496803.png,Does that skirt have short length and green color?,no,"No, the skirt is short but black.",yes
n126891,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n126891.png,Who is sitting in the folding chair?,woman,The woman is sitting in the folding chair.,a parent
n126891,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n126891.png,What is this woman sitting in?,folding chair,The woman is sitting in the folding chair.,a chair
n126891,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n126891.png,What is the woman sitting in?,folding chair,The woman is sitting in the folding chair.,a chair
n259002,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n259002.png,Who is standing on the grass?,soccer player,The soccer player is standing on the grass.,a man
n259002,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n259002.png,Who do you think is in front of the goal?,soccer player,The soccer player is in front of the goal.,the goalie
n355567,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n355567.png,What is common to the net and the bat?,material,"The material, both the net and the bat are plastic.",they are both made of metal
n59147,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n59147.png,What type of furniture is to the left of the toilet paper that is resting on the table?,chair,The piece of furniture is a chair.,chair
n65230,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n65230.png,Are the walls both tan and hard?,yes,"Yes, the walls are tan and hard.",yes
n59147,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n59147.png,What type of furniture is to the right of the white toilet?,chair,The piece of furniture is a chair.,a chair
n433532,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n433532.png,Is the small towel in the bottom part or in the top of the picture?,bottom,The towel is in the bottom of the image.,bottom
n44249,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n44249.png,Is the heavy person to the right or to the left of the child that the woman is beside of?,right,The man is to the right of the child.,to the right
n44249,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n44249.png,Is the man to the right of a chair?,no,"No, the man is to the right of a child.",no
n557666,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n557666.png,Is the large truck to the left or to the right of the woman in this image?,left,The truck is to the left of the woman.,to the right
n336443,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n336443.png,On which side of the picture is the silver spoon?,right,The spoon is on the right of the image.,right side
n460385,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n460385.png,Is the chair to the left of a lamp?,no,"No, the chair is to the left of the woman.",no
n184385,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n184385.png,Are the cutting board and the stove made of the same material?,no,"No, the cutting board is made of wood and the stove is made of metal.",no
n264887,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n264887.png,On what type of furniture is that plant?,desk,The plant is on the desk.,a desk
n184385,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n184385.png,Does the stove top have the same color as the stove?,no,"No, the stove top is black and the stove is white.",no
n184385,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n184385.png,What do the burner and the potato have in common?,shape,"The shape, both the burner and the potato are round.",they are both on a stove
n496803,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n496803.png,What is bigger than the logo?,sign,The sign is bigger than the logo.,the logo is bigger than the logo
n434283,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n434283.png,Are there any ties that are tan?,yes,"Yes, there is a tie that is tan.",no
n100991,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n100991.png,What is the tray made of?,plastic,The tray is made of plastic.,green plastic
n386688,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n386688.png,What is the watercraft underneath the boats?,sailboats,The watercraft is sailboats.,a plane
n543966,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n543966.png,Is the grass that is rough both tall and green?,no,"No, the grass is green but short.",no
n335542,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n335542.png,What is filled with the snow?,mountain,The mountain is filled with snow.,a polar bear
n133585,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n133585.png,Does the person to the left of the skateboard look young?,yes,"Yes, the person is young.",yes
n324908,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n324908.png,"What is the dry pasture larger than, a pig or a horse?",horse,The pasture is larger than a horse.,horse
n433532,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n433532.png,"What type of drink is the oil larger than, beer or wine?",wine,The oil is larger than wine.,beer
n433532,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n433532.png,"Which is larger, the oil or the wine?",oil,The oil is larger than the wine.,wine
n282436,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n282436.png,What do both the table lamp and the curtain have in common?,color,"The color, both the table lamp and the curtain are white.",they are both white
n527589,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n527589.png,Are there shelves on top of the floor?,yes,"Yes, there are shelves on top of the floor.",no
n352479,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n352479.png,Which kind of clothing is long?,snow pants,The clothing is snow pants.,pants
n335542,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n335542.png,What do you think is filled with snow?,mountain,The mountain is filled with snow.,a bear
n324908,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n324908.png,What is larger than the animal that is walking?,pasture,The pasture is larger than the horse.,a horse
n335542,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n335542.png,What is the mountain covered by?,snow,The mountain is covered by the snow.,a bear
n259949,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n259949.png,Is the coat green?,yes,"Yes, the coat is green.",no
n259949,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n259949.png,Is the coat thin and green?,no,"No, the coat is green but thick.",no
n486200,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n486200.png,Does the minivan beside the street seem to be silver and new?,yes,"Yes, the minivan is silver and new.","no, it is a red minivan"
n309148,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n309148.png,What is the vehicle that is parked on the street called?,truck,The vehicle is a truck.,fire truck
n486200,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n486200.png,What is the minivan made of?,metal,The minivan is made of metal.,metal
n508733,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n508733.png,What is the table made of?,wood,The table is made of wood.,wood
n560243,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n560243.png,Is the racket on the left side of the image?,no,"No, the racket is on the right of the image.",no
n336443,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n336443.png,Are there any cups or plates in the scene?,yes,"Yes, there is a plate.",yes
n192021,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n192021.png,Are the walls that look hard white and dirty?,no,"No, the walls are white but clean.",no
n207893,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n207893.png,What is the name of the animals that are standing in the grass that is not short?,zebras,The animals are zebras.,sheep
n527589,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n527589.png,Which kind of furniture is on top of the floor?,shelves,The pieces of furniture are shelves.,baskets
n124651,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n124651.png,Is the road wide and clean?,yes,"Yes, the road is wide and clean.",yes
n527589,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n527589.png,How long are the shelves?,long,The shelves are long.,the shelves are long
n28996,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n28996.png,What is the dessert to the left of the candy on the right?,brownie,The dessert is a brownie.,a cake
n181355,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n181355.png,What kind of device is to the left of the woman?,wii controller,The device is a Wii controller.,a wii remote
n262920,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n262920.png,Are the cables behind televisions?,no,"No, the cables are behind the laptops.",no
n526228,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n526228.png,What type of furniture is in front of the man that is wearing jeans?,coffee table,The piece of furniture is a coffee table.,a couch
n566028,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n566028.png,Is the person that is waiting old and male?,no,"No, the person is male but young.",no
n500308,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n500308.png,Of what shape is the clock above the door?,rectangular,The clock is rectangular.,a clock
n527290,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n527290.png,What is the item of furniture that is to the left of the chair?,couch,The piece of furniture is a couch.,a television
n260762,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n260762.png,Are there any balls to the left of the male person?,no,"No, there is a frisbee to the left of the player.",no
n98544,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n98544.png,What is leaning against the wall that is not dirty?,toilet,The toilet is leaning against the wall.,a towel
n98544,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n98544.png,What is leaning against the wall?,toilet,The toilet is leaning against the wall.,a toilet
n314171,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n314171.png,On which side of the image is the blender?,left,The blender is on the left of the image.,right side
n413002,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n413002.png,Where is the elephant that is to the right of her standing on?,ground,The elephant is standing on the ground.,on the ground
n260762,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n260762.png,Are the shorts black?,no,"No, the shorts are white.",no
n240666,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n240666.png,What color does the curtain have?,dark,The curtain has dark color.,green
n496803,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n496803.png,Who is watching the athlete?,crowd,The crowd is watching the athlete.,a coach
n89148,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n89148.png,Do you see ladders to the left of the toy made of plastic?,yes,"Yes, there is a ladder to the left of the doll.",yes
n4777,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n4777.png,Are there both a chair and a cup in the photo?,yes,"Yes, there are both a cup and a chair.",yes
n195249,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n195249.png,Is the hat black?,no,"No, the hat is blue.",no
n496803,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n496803.png,Who is watching the person that is wearing a skirt?,crowd,The crowd is watching the athlete.,the person that is wearing a skirt
n357784,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n357784.png,Does the necklace look black?,yes,"Yes, the necklace is black.",no
n501609,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n501609.png,What appliance is the same shape as the floor?,oven,The oven is the same shape as the floor.,refrigerator
n279173,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n279173.png,Are there yellow helmets in the image?,no,"No, there is a helmet but it is black.",no
n501609,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n501609.png,Does the oven have the same shape as the floor?,yes,"Yes, both the oven and the floor are square.",no
n279173,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n279173.png,Is the helmet blue and round?,no,"No, the helmet is round but black.",no
n69237,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n69237.png,How big is the bedroom?,small,The bedroom is small.,it is small
n250821,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n250821.png,Are there cats in this picture?,yes,"Yes, there is a cat.",yes
n250821,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n250821.png,Is the bedroom dirty or clean?,dirty,The bedroom is dirty.,dirty
n130464,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n130464.png,What do you think is in front of the stone building?,bushes,The bushes are in front of the building.,a train
n536256,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n536256.png,On which side are the movies?,left,The movies are on the left of the image.,the right side
n234683,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n234683.png,What device is he holding?,phone,The man is holding the phone.,a cell phone
n299528,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n299528.png,Who is riding?,skater,The skater is riding.,a man
n329479,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n329479.png,Is the tee shirt sleeveless and black?,yes,"Yes, the tee shirt is sleeveless and black.",no
n240973,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n240973.png,Are there cabinets in the scene?,no,"No, there are no cabinets.",no
n278312,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n278312.png,Is the microwave oven made of stainless steel silver and rectangular?,yes,"Yes, the microwave oven is silver and rectangular.",yes
n133585,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n133585.png,Is the person to the left of the boy fat and old?,no,"No, the person is fat but young.",no
