imageId,image_file,question,answer,fullAnswer,smolvlm_response
n146522,/content/drive/MyDrive/mmml_project/gqa_images/n146522.png,Is the bat made of metal?,no,"No, the bat is made of wood.","No, the bat is made of wood.
The bat is made of metal.
The"
n204894,/content/drive/MyDrive/mmml_project/gqa_images/n204894.png,Who is wearing the shirt?,child,The child is wearing a shirt.,a boy.
n216553,/content/drive/MyDrive/mmml_project/gqa_images/n216553.png,Is the sky small and blue?,yes,"Yes, the sky is small and blue.",Yes.  No.  No.  No.  No.  No.  No
n466319,/content/drive/MyDrive/mmml_project/gqa_images/n466319.png,Is the beach dry and rocky?,no,"No, the beach is dry but sandy.","No, the beach is sandy and wet.
Is the beach crowded?
No, the"
n298104,/content/drive/MyDrive/mmml_project/gqa_images/n298104.png,Is the beach full or empty?,empty,The beach is empty.,The beach is full.
n119944,/content/drive/MyDrive/mmml_project/gqa_images/n119944.png,How long are the shorts that are made of jeans?,short,The shorts are short.,"The shorts are long.
The shorts are short.
The shorts are medium.
The"
n98544,/content/drive/MyDrive/mmml_project/gqa_images/n98544.png,What kind of furniture is on the wall?,shelf,The piece of furniture is a shelf.,Shelves? Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes. Yes
n302387,/content/drive/MyDrive/mmml_project/gqa_images/n302387.png,Is the shelf beside the fireplace brown and short?,no,"No, the shelf is brown but tall.","No, the shelf is tall and brown."
n565418,/content/drive/MyDrive/mmml_project/gqa_images/n565418.png,What vehicle is it?,car,The vehicle is a car.,a car? a truck? a bus? a train? a plane? a boat? a helicopter
n518912,/content/drive/MyDrive/mmml_project/gqa_images/n518912.png,Are the pants long and gray?,yes,"Yes, the pants are long and gray.","Yes.

No.

The pants are not long and gray."
n210269,/content/drive/MyDrive/mmml_project/gqa_images/n210269.png,Is that fence old and crooked?,yes,"Yes, the fence is old and crooked.",Yes.  No.  No.  Yes.  No.  No.  Yes
n520071,/content/drive/MyDrive/mmml_project/gqa_images/n520071.png,Are the thick books to the left or to the right of the computer that is to the right of the lamps?,right,The books are to the right of the computer.,"The thick books are to the right of the computer.
The thick books are to the"
n235859,/content/drive/MyDrive/mmml_project/gqa_images/n235859.png,What size is the dress the women wear?,large,The dress is large.,"Plus size.

The women are wearing a blue dress.

The women are"
n69237,/content/drive/MyDrive/mmml_project/gqa_images/n69237.png,What kind of furniture is not white?,bookcase,The furniture is a bookcase.,the bed? Yes. The bed is not white. The bed is pink and white. The bed
n240973,/content/drive/MyDrive/mmml_project/gqa_images/n240973.png,What is the desk made of?,wood,The desk is made of wood.,Wood.
n69237,/content/drive/MyDrive/mmml_project/gqa_images/n69237.png,"What kind of furniture is not white, the bed or the bookcase?",bookcase,The bookcase is not white.,The bookcase.
n143935,/content/drive/MyDrive/mmml_project/gqa_images/n143935.png,What's the barn made of?,wood,The barn is made of wood.,Wood?  Metal?  Concrete?  Other?  None?  Answer: Wood.
n570181,/content/drive/MyDrive/mmml_project/gqa_images/n570181.png,Who is holding the baseball bat?,batter,The batter is holding the baseball bat.,"A man in a blue jersey.

The man in the blue jersey is"
n57848,/content/drive/MyDrive/mmml_project/gqa_images/n57848.png,Which color are the numbers?,black,The numbers are black.,Black? White? Grey? Red? Yellow? Blue? Green? Orange? Purple? Pink?
n570181,/content/drive/MyDrive/mmml_project/gqa_images/n570181.png,What is the person in front of the wall holding?,baseball bat,The batter is holding the baseball bat.,"a bat?
No, the person in front of the wall is holding a baseball bat."
n570181,/content/drive/MyDrive/mmml_project/gqa_images/n570181.png,What is the batter holding?,baseball bat,The batter is holding the baseball bat.,"a bat?
Answer: Yes.
Answer: Yes.
Answer: Yes.
Answer"
n88933,/content/drive/MyDrive/mmml_project/gqa_images/n88933.png,What kind of fast food is to the right of the girl that is eating food?,hamburger,The food is a hamburger.,Sandwich?  Pizza?  Hot dog?  None?  Answer: Pizza
n369313,/content/drive/MyDrive/mmml_project/gqa_images/n369313.png,Is the cake to the left or to the right of the knife that looks blue?,left,The cake is to the left of the knife.,It is to the right.  The knife is to the left.  The cake is in
n479092,/content/drive/MyDrive/mmml_project/gqa_images/n479092.png,What are the knives inside of?,napkin,The knives are inside the napkin.,"The napkin in the tray. 

The tray is on a table."
n488874,/content/drive/MyDrive/mmml_project/gqa_images/n488874.png,Which side of the photo is the surfboard on?,right,The surfboard is on the right of the image.,"The right side.

The left side.

The middle.

The"
n514467,/content/drive/MyDrive/mmml_project/gqa_images/n514467.png,Is the male person to the right or to the left of the trash can that is on top of the sidewalk?,left,The person is to the left of the garbage can.,"Answer: To the right. 
Answer: Right. 
Answer: Right."
n278312,/content/drive/MyDrive/mmml_project/gqa_images/n278312.png,Is the rug light brown?,yes,"Yes, the rug is light brown.","Yes.

The rug is light brown.

The rug is dark brown."
n35676,/content/drive/MyDrive/mmml_project/gqa_images/n35676.png,Is the microwave on the right or on the left?,left,The microwave is on the left of the image.,"The microwave is on the right.


The oven is on the left."
n278312,/content/drive/MyDrive/mmml_project/gqa_images/n278312.png,On which side is the rug?,left,The rug is on the left of the image.,On the left side.
n24526,/content/drive/MyDrive/mmml_project/gqa_images/n24526.png,What do you think is the vehicle to the right of the woman that is wearing pants?,car,The vehicle is a car.,"A. Car
B. Truck
C. Bicycle
D. Motorcycle"
n24526,/content/drive/MyDrive/mmml_project/gqa_images/n24526.png,Which kind of vehicle is traveling on the road?,car,The vehicle is a car.,"A. Car
B. Bus
C. Train
D. Truck
Answer:"
n346736,/content/drive/MyDrive/mmml_project/gqa_images/n346736.png,What is lying next to the yellow bus that is in front of the trees?,branch,The branch is lying next to the bus.,A: A green bus.
n574498,/content/drive/MyDrive/mmml_project/gqa_images/n574498.png,Do the shorts and the shoes have the same color?,no,"No, the shorts are black and the shoes are white.",No.
n429961,/content/drive/MyDrive/mmml_project/gqa_images/n429961.png,Is the small box on the right side?,yes,"Yes, the box is on the right of the image.","- Yes.
- No.
- Can't tell.
- Not sure."
n9856,/content/drive/MyDrive/mmml_project/gqa_images/n9856.png,Are the shoes different in color than the socks?,no,"No, both the shoes and the socks are black.",Yes or no. No.
n526228,/content/drive/MyDrive/mmml_project/gqa_images/n526228.png,Do the shoe and the lamp have a different colors?,no,"No, both the shoe and the lamp are white.","No, the shoe and the lamp have the same color."
n9856,/content/drive/MyDrive/mmml_project/gqa_images/n9856.png,Do the baseball and the shirt have the same color?,yes,"Yes, both the baseball and the shirt are white.",
n546884,/content/drive/MyDrive/mmml_project/gqa_images/n546884.png,Is the cream open or closed?,open,The cream is open.,Closed.  The cream is closed.  The cream is closed.  The cream is closed
n386682,/content/drive/MyDrive/mmml_project/gqa_images/n386682.png,What is the appliance that the counter top that is not dirty is sitting atop?,washing machine,The appliance is a washing machine.,Sink? No. Sink? No. Sink? No. Sink? No.
n386682,/content/drive/MyDrive/mmml_project/gqa_images/n386682.png,What's the countertop sitting atop?,washing machine,The countertop is sitting atop the washing machine.,Cabinets? Yes. Cabinets? Yes. Cabinets? Yes. Cabin
n335542,/content/drive/MyDrive/mmml_project/gqa_images/n335542.png,Does the brown grass look wet and still?,no,"No, the grass is still but dry.",Yes or No?  No.  Yes.  No.  Yes.  No.
n202379,/content/drive/MyDrive/mmml_project/gqa_images/n202379.png,Is the gray shirt short sleeved or sleeveless?,short sleeved,The shirt is short sleeved.,"A: Short sleeved.
B: Sleeveless.
C: Both."
n282607,/content/drive/MyDrive/mmml_project/gqa_images/n282607.png,Is the tennis ball that looks round white or green?,green,The tennis ball is green.,The tennis ball is green.  The tennis ball is round.  The tennis ball is white
n12404,/content/drive/MyDrive/mmml_project/gqa_images/n12404.png,What is the woman playing in?,water,The woman is playing in the water.,the fire hydrant? 2.000 gallons of water? 3.00
n16378,/content/drive/MyDrive/mmml_project/gqa_images/n16378.png,Does the jacket look blue?,no,"No, the jacket is brown.",No.  It is purple.  No.  It is blue.  No.
n100552,/content/drive/MyDrive/mmml_project/gqa_images/n100552.png,Which place is it?,zoo,It is a zoo.,Zoo?  Yes or No?  No.  Zoo.  Yes.  Yes.
n551964,/content/drive/MyDrive/mmml_project/gqa_images/n551964.png,What is the man sitting on?,motorcycle,The man is sitting on the motorbike.,a motorcycle? a car? a bike? a motorcycle? a motorcycle? a motorcycle? a motorcycle
n299528,/content/drive/MyDrive/mmml_project/gqa_images/n299528.png,Is the fence made of the same material as the street sign?,no,"No, the fence is made of wood and the street sign is made of metal.",Yes or No?  No.  Yes.  No.  Yes.  No.
n51002,/content/drive/MyDrive/mmml_project/gqa_images/n51002.png,What piece of furniture is to the right of the desk?,couch,The piece of furniture is a couch.,a computer? 2 monitors? 1 monitor? 2 monitors and a keyboard? 1
n125122,/content/drive/MyDrive/mmml_project/gqa_images/n125122.png,Is the lamp on the right or on the left of the photo?,left,The lamp is on the left of the image.,"The lamp is on the right.

The lamp is on the left."
n16378,/content/drive/MyDrive/mmml_project/gqa_images/n16378.png,Is the jacket light and brown?,no,"No, the jacket is brown but heavy.",Yes or No?  Answer: No.  Answer: Yes.  Answer: No.
n100552,/content/drive/MyDrive/mmml_project/gqa_images/n100552.png,Is the photo showing a zoo?,yes,"Yes, it is showing a zoo.",Yes or no.
n55058,/content/drive/MyDrive/mmml_project/gqa_images/n55058.png,What are the vegetables that are on top of the cooking utensil that is on top of the table called?,pickles,The vegetables are pickles.,carrots and onions.
n527589,/content/drive/MyDrive/mmml_project/gqa_images/n527589.png,Who is wearing a sweater?,woman,The woman is wearing a sweater.,The woman or the man? Answer: Woman.
n470131,/content/drive/MyDrive/mmml_project/gqa_images/n470131.png,What is the food that the cake is sitting beside?,cookie,The food is a cookie.,The cake is sitting beside sandwiches.
n28572,/content/drive/MyDrive/mmml_project/gqa_images/n28572.png,Is the plate gold and small?,no,"No, the plate is gold but large.","- No, the plate is not gold and small.
- Yes, the plate is gold"
n382416,/content/drive/MyDrive/mmml_project/gqa_images/n382416.png,Is this a white cabinet?,no,"No, this is a brown cabinet.","No, it is a brown cabinet.

Is this a white suitcase?"
n382416,/content/drive/MyDrive/mmml_project/gqa_images/n382416.png,What type of material is the cabinet made of?,glass,The cabinet is made of glass.,"2000s style?

No.

The cabinet is made of wood"
n470131,/content/drive/MyDrive/mmml_project/gqa_images/n470131.png,What is the sweet dessert sitting beside?,cookie,The cake is sitting beside the cookie.,Sandwiches are sitting in a plastic container.
n160664,/content/drive/MyDrive/mmml_project/gqa_images/n160664.png,Is the fence to the left of the old person that is wearing an earring?,yes,"Yes, the fence is to the left of the woman.",Yes.
n90294,/content/drive/MyDrive/mmml_project/gqa_images/n90294.png,Is the white device in the top or in the bottom?,bottom,The charger is in the bottom of the image.,"Answer: Top.
Answer: Top.
Answer: Top.
Answer: Top."
n347706,/content/drive/MyDrive/mmml_project/gqa_images/n347706.png,Is the dress different in color than the hydrant?,yes,"Yes, the hydrant is red and the dress is blue.","No. The dress is the same color as the hydrant.

The dress is"
n400036,/content/drive/MyDrive/mmml_project/gqa_images/n400036.png,Which side of the photo is the black bag on?,right,The backpack is on the right of the image.,right side?
n259002,/content/drive/MyDrive/mmml_project/gqa_images/n259002.png,Do the trees behind the car look large and white?,no,"No, the trees are large but green.",Yes or no?  No.  Yes.  No.  Yes.  No.
n260521,/content/drive/MyDrive/mmml_project/gqa_images/n260521.png,What is that statue holding?,broom,The statue is holding the broom.,"A broom.
A stick.
A book.
A hat.
A cane."
n446242,/content/drive/MyDrive/mmml_project/gqa_images/n446242.png,Does the picture appear to be black and white?,yes,"Yes, the picture is black and white.",Yes.
n9856,/content/drive/MyDrive/mmml_project/gqa_images/n9856.png,Is the tree in front or behind the fence?,front,The tree is in front of the fence.,Behind the fence.
n527589,/content/drive/MyDrive/mmml_project/gqa_images/n527589.png,Is the table made of the same material as the earring?,no,"No, the table is made of wood and the earring is made of metal.",Yes or No?  No.  Yes.  No.  Yes.  No.
n62458,/content/drive/MyDrive/mmml_project/gqa_images/n62458.png,What is growing along the wall?,vines,The vines are growing along the wall.,"plants and flowers?

Yes there are plants and flowers growing along the wall."
n23181,/content/drive/MyDrive/mmml_project/gqa_images/n23181.png,Is the table brown and small?,yes,"Yes, the table is brown and small.",Yes it is.
n437064,/content/drive/MyDrive/mmml_project/gqa_images/n437064.png,What kind of food isn't yellow?,strawberry,The food is a strawberry.,the cake? the ice cream? the fork? the spoon? the plate? the table? the
n140421,/content/drive/MyDrive/mmml_project/gqa_images/n140421.png,Are there any clocks near the window?,yes,"Yes, there is a clock near the window.","If so, what type of clocks?  If not, why?  If so, what"
n202379,/content/drive/MyDrive/mmml_project/gqa_images/n202379.png,Are the trees green?,no,"No, the trees are dark.",Yes.
n70461,/content/drive/MyDrive/mmml_project/gqa_images/n70461.png,Does that building stand beside a truck?,no,"No, the building stands beside the train.",Yes or No?  No.  Yes.  No.  Yes.  No.
n398429,/content/drive/MyDrive/mmml_project/gqa_images/n398429.png,On which side of the image is the coffee maker?,left,The coffee maker is on the left of the image.,"Left.
On which side of the image is the stove? Left.
On which side of"
n88366,/content/drive/MyDrive/mmml_project/gqa_images/n88366.png,What is covered by the sky?,mountain side,The mountain side is covered by the sky.,clouds and snow.
n179136,/content/drive/MyDrive/mmml_project/gqa_images/n179136.png,What are the grouped people standing behind of?,bleachers,The people are standing behind the bleachers.,Surfboards?  Surfboards?  Surfboards?  Surfboards?
n88366,/content/drive/MyDrive/mmml_project/gqa_images/n88366.png,What is the mountain side covered by?,sky,The mountain side is covered by the sky.,snow? trees? rocks? grass? snow? trees? rocks? grass? snow? trees?
n88366,/content/drive/MyDrive/mmml_project/gqa_images/n88366.png,What is the mountain side that looks white covered by?,sky,The mountain side is covered by the sky.,snow?
n88366,/content/drive/MyDrive/mmml_project/gqa_images/n88366.png,Is the mountain side covered by the sky?,yes,"Yes, the mountain side is covered by the sky.","Is the mountain side covered by snow? 

Is the mountain side covered by trees?"
n4777,/content/drive/MyDrive/mmml_project/gqa_images/n4777.png,Does the chair in front of the table look brown or white?,brown,The chair is brown.,The chair in front of the table looks brown.
n119944,/content/drive/MyDrive/mmml_project/gqa_images/n119944.png,What animal is looking down at the child?,elephant,The elephant is looking down at the kid.,An elephant.
n414992,/content/drive/MyDrive/mmml_project/gqa_images/n414992.png,Is the shirt irregular?,no,"No, the shirt is regular.",Yes or No?  Answer: Yes.  Answer: No.  Answer: Yes.
n532191,/content/drive/MyDrive/mmml_project/gqa_images/n532191.png,What is in front of the chair that is not small?,rug,The rug is in front of the chair.,a laptop?  a cup?  a backpack?  a bag?  a drink?
n65885,/content/drive/MyDrive/mmml_project/gqa_images/n65885.png,Which kind of animal is gray?,dog,The animal is a dog.,dog?  or bear?  or both?  or neither?  Answer: Both.
n111390,/content/drive/MyDrive/mmml_project/gqa_images/n111390.png,Who is standing?,lady,The lady is standing.,a woman or a man? woman.
n532191,/content/drive/MyDrive/mmml_project/gqa_images/n532191.png,What is in front of the chair?,rug,The rug is in front of the chair.,a laptop? coffee cup? backpack?  all of the above?  none of the above?
n282436,/content/drive/MyDrive/mmml_project/gqa_images/n282436.png,What kind of furniture is it?,table,The piece of furniture is a table.,a desk? a table? a counter? a shelf? a cabinet? a shelf? a desk
n146555,/content/drive/MyDrive/mmml_project/gqa_images/n146555.png,What is the name of the large animal?,cow,The animal is a cow.,"Cow.
The cow is black and white.
The cow is lying down.
The cow"
n77818,/content/drive/MyDrive/mmml_project/gqa_images/n77818.png,What is the color of that entertainment center?,brown,The entertainment center is brown.,brown?  No.  Black?  No.  Brown?  Yes.  Black.
n262920,/content/drive/MyDrive/mmml_project/gqa_images/n262920.png,Do the laptop computers and the doors have a different colors?,no,"No, both the laptop computers and the doors are white.",Yes.
n528403,/content/drive/MyDrive/mmml_project/gqa_images/n528403.png,Is that skirt large?,no,"No, the skirt is small.",Yes or No?  No.  Yes.  No.  Yes.  No.
n95313,/content/drive/MyDrive/mmml_project/gqa_images/n95313.png,Is that tray on top of a lamp?,no,"No, the tray is on top of the bed.",Yes or No?  No.  Yes.  No.  Yes.  No.
n262920,/content/drive/MyDrive/mmml_project/gqa_images/n262920.png,Do the backpack and the desk have the same color?,yes,"Yes, both the backpack and the desk are black.",No.
n6908,/content/drive/MyDrive/mmml_project/gqa_images/n6908.png,What shape does the table have?,round,The table has round shape.,Round.
n507959,/content/drive/MyDrive/mmml_project/gqa_images/n507959.png,Does the person to the left of the palm tree seem to be sitting?,yes,"Yes, the person is sitting.",No.
n314171,/content/drive/MyDrive/mmml_project/gqa_images/n314171.png,Are the condiments in a blender?,yes,"Yes, the condiments are in a blender.","Yes.

No.

Yes.

No.

Yes."
n262929,/content/drive/MyDrive/mmml_project/gqa_images/n262929.png,How large is the bag that is behind the bike?,small,The bag is small.,"large or small?
The bag is small."
n451187,/content/drive/MyDrive/mmml_project/gqa_images/n451187.png,Do you see benches or fences there?,yes,"Yes, there is a bench.",No.  Answer: No.  Answer: No.  Answer: No.  Answer
n357784,/content/drive/MyDrive/mmml_project/gqa_images/n357784.png,What's the door made of?,wood,The door is made of wood.,"wood?
The door is made of wood."
n145498,/content/drive/MyDrive/mmml_project/gqa_images/n145498.png,How wide is the comfortable bed?,wide,The bed is wide.,The bed is wide enough to accommodate a person lying down. The bed is made of wood
n256120,/content/drive/MyDrive/mmml_project/gqa_images/n256120.png,Are the tree leaves behind the pole?,yes,"Yes, the tree leaves are behind the pole.",Yes or No?  Answer: No.  Answer: Yes.  Answer: No.
n494918,/content/drive/MyDrive/mmml_project/gqa_images/n494918.png,Does the frisbee look thin and green?,yes,"Yes, the frisbee is thin and green.",Yes.
n119944,/content/drive/MyDrive/mmml_project/gqa_images/n119944.png,What is the woman that is standing doing?,talking,The woman is talking.,She is holding a basket.
n357784,/content/drive/MyDrive/mmml_project/gqa_images/n357784.png,What material is the door behind the woman?,wood,The door is made of wood.,Wood? No. No. No. No. No. No. No. No. No.
n281241,/content/drive/MyDrive/mmml_project/gqa_images/n281241.png,Is the black and white picture in the bottom part of the photo?,no,"No, the picture is in the top of the image.",No.  Yes.  No.  Yes.  No.  No.  Yes
n532191,/content/drive/MyDrive/mmml_project/gqa_images/n532191.png,Is the charger plugged into the laptop?,yes,"Yes, the charger is plugged into the laptop.",No.  It is not.  It is not plugged in.  It is not plugged
n513429,/content/drive/MyDrive/mmml_project/gqa_images/n513429.png,Is there a wine glass in front of the large bowl?,no,"No, there is a bottle in front of the bowl.","No, there is no wine glass in front of the large bowl."
n471866,/content/drive/MyDrive/mmml_project/gqa_images/n471866.png,What's the woman holding?,sign,The woman is holding the sign.,"A sign that says ""Make Banks Pay"".
A sign that says ""Seize The Banks"
n572716,/content/drive/MyDrive/mmml_project/gqa_images/n572716.png,Are there any trains near the sign on the grass?,no,"No, there is an airplane near the sign.","No, there are no trains near the sign on the grass.
The sign is on the"
n262929,/content/drive/MyDrive/mmml_project/gqa_images/n262929.png,Is this boy to the left of a skateboard?,no,"No, the boy is to the left of the bag.",No.
n170941,/content/drive/MyDrive/mmml_project/gqa_images/n170941.png,Which kind of food is left of the eggs?,pancake,The food is a pancake.,"A pancake.

B bacon.

C eggs.

Answer:"
n318684,/content/drive/MyDrive/mmml_project/gqa_images/n318684.png,Is the man to the left of the glasses sitting on a couch?,no,"No, the man is sitting on a bench.",No.  He is sitting on a bench.  The man to the right of the glasses
n324908,/content/drive/MyDrive/mmml_project/gqa_images/n324908.png,What animal is the horse below the hair walking by?,goat,The horse is walking by the goat.,Sheep?  Dog?  Goat?  Cow?  Horse?  Pig?
n243701,/content/drive/MyDrive/mmml_project/gqa_images/n243701.png,Is the road wide and black?,yes,"Yes, the road is wide and black.","No, the road is not wide and black.
The road is wide and black."
n513429,/content/drive/MyDrive/mmml_project/gqa_images/n513429.png,What device isn't flat?,keyboard,The device is a keyboard.,the laptop? the monitor? the keyboard? the mouse? the phone? the speaker? the bowl
n90944,/content/drive/MyDrive/mmml_project/gqa_images/n90944.png,Are the surfboards to the right of the people short or long?,long,The surfboards are long.,The surfboards are long.
n355339,/content/drive/MyDrive/mmml_project/gqa_images/n355339.png,Is the plastic keyboard to the right of the chair?,yes,"Yes, the keyboard is to the right of the chair.",Yes or no?
n513429,/content/drive/MyDrive/mmml_project/gqa_images/n513429.png,What device is warm?,monitor,The device is a monitor.,"the laptop?
Answer: No.
Answer: No.
Answer: No.
Answer"
n531359,/content/drive/MyDrive/mmml_project/gqa_images/n531359.png,What is this boy wearing?,tie,The boy is wearing a tie.,"A suit.
B Tie.
C Shirt.
D Shoes.
E"
n531359,/content/drive/MyDrive/mmml_project/gqa_images/n531359.png,Who is wearing the tie?,boy,The boy is wearing a tie.,"The man in the suit or the man in the background? 
The man in the background is"
n283587,/content/drive/MyDrive/mmml_project/gqa_images/n283587.png,Which type of furniture is tall?,chairs,The furniture is chairs.,the sofa or the chairs? Answer: Chairs.
n514467,/content/drive/MyDrive/mmml_project/gqa_images/n514467.png,Does the sidewalk made of concrete look hard and dry?,no,"No, the sidewalk is hard but wet.",Yes or No?  No.  Yes.  No.  Yes.  No.
n66756,/content/drive/MyDrive/mmml_project/gqa_images/n66756.png,"What makes up the bat, wood or metal?",wood,The bat is made of wood.,Metal.  Wood.  Metal.  Wood.  Metal.  Wood.  Metal
n531359,/content/drive/MyDrive/mmml_project/gqa_images/n531359.png,Who is in front of the people near the trees?,boy,The boy is in front of the people.,"A man in a suit.
A woman in a white dress.
A woman in a"
n167164,/content/drive/MyDrive/mmml_project/gqa_images/n167164.png,Is the green vehicle below the traffic light on the left side?,yes,"Yes, the SUV is below the traffic light.",Yes.  No.  No.  No.  No.  No.  No.
n249639,/content/drive/MyDrive/mmml_project/gqa_images/n249639.png,Is the lamp off or on?,on,The lamp is on.,"The lamp is on.

Is the mirror on or off?

The mirror"
n37274,/content/drive/MyDrive/mmml_project/gqa_images/n37274.png,What is the drink to the right of the man on the left side called?,liquor,The drink is liquor.,"Vodka. 
Beer. 
Whiskey. 
Wh"
n37274,/content/drive/MyDrive/mmml_project/gqa_images/n37274.png,Which color is the drink in the center?,yellow,The liquor is yellow.,"yellow? 
  White? 
  Brown? 
  Green? 
  Red?"
n531359,/content/drive/MyDrive/mmml_project/gqa_images/n531359.png,What is the boy wearing?,tie,The boy is wearing a tie.,"A suit.
B Tie.
C Shirt.
D Shoes.
E"
n207708,/content/drive/MyDrive/mmml_project/gqa_images/n207708.png,What is the door made of?,glass,The door is made of glass.,"White.

Wood.

Glass.

Plastic.

F"
n54180,/content/drive/MyDrive/mmml_project/gqa_images/n54180.png,Is the cup on a plate?,no,"No, the cup is on the shelf.",No.  Is the cup on a table? Yes.  Is the cup on a shelf?
n434283,/content/drive/MyDrive/mmml_project/gqa_images/n434283.png,How old is the ground?,old,The ground is old.,10 years? 20 years? 30 years? 40 years?
n23181,/content/drive/MyDrive/mmml_project/gqa_images/n23181.png,Are the small books on the right side of the picture?,no,"No, the books are on the left of the image.",Yes they are.
n310828,/content/drive/MyDrive/mmml_project/gqa_images/n310828.png,How large is the device on the mousepad?,small,The computer mouse is small.,"A mouse.
B mousepad.
C mouse.
D mousepad."
n293477,/content/drive/MyDrive/mmml_project/gqa_images/n293477.png,Are both the hair clip and the cellphone made of the same material?,yes,"Yes, both the hair clip and the cellphone are made of plastic.","No.
No.
No.
No.
No.
No.
No"
n137182,/content/drive/MyDrive/mmml_project/gqa_images/n137182.png,Is the blue boat on the left side?,yes,"Yes, the boat is on the left of the image.","Yes, it is. 2009. All Rights Reserved. © Dhammika"
n554880,/content/drive/MyDrive/mmml_project/gqa_images/n554880.png,What color does the couch on the left of the photo have?,gray,The couch has gray color.,"Black.

Black.

Black.

Black.

Black."
n488874,/content/drive/MyDrive/mmml_project/gqa_images/n488874.png,Who is wearing the shirt?,surfer,The surfer is wearing a shirt.,A man. 2. 3. 4. 5. 6. 7
n512257,/content/drive/MyDrive/mmml_project/gqa_images/n512257.png,Are there both glasses and ties in this picture?,no,"No, there is a tie but no glasses.","Yes, there are both glasses and ties in this picture."
n143672,/content/drive/MyDrive/mmml_project/gqa_images/n143672.png,Is the white ground wet or dry?,wet,The ground is wet.,The ground is wet.  The ground is dry.  The ground is wet.  The
n200692,/content/drive/MyDrive/mmml_project/gqa_images/n200692.png,What is standing against the white stove?,countertop,The countertop is standing against the stove.,a cake?  Yes.  It is.  It is a cake.  It is a
n513429,/content/drive/MyDrive/mmml_project/gqa_images/n513429.png,What item of furniture is made of plastic?,desk,The piece of furniture is a desk.,A desk.
n520071,/content/drive/MyDrive/mmml_project/gqa_images/n520071.png,Which side is the radio on?,left,The radio is on the left of the image.,"The left side.
The right side.
The middle.
The top.
The"
n88366,/content/drive/MyDrive/mmml_project/gqa_images/n88366.png,Are the skis green and long?,no,"No, the skis are long but black.",No.
n207893,/content/drive/MyDrive/mmml_project/gqa_images/n207893.png,Are the covered mountains green and low?,yes,"Yes, the mountains are green and low.","No, they are brown and high. 5. 6. 7. 8."
n567860,/content/drive/MyDrive/mmml_project/gqa_images/n567860.png,How big is the kitten the wall is behind of?,small,The kitten is small.,10 feet? 20 feet? 30 feet? 40 feet?
n271392,/content/drive/MyDrive/mmml_project/gqa_images/n271392.png,How tall are the phones?,tall,The phones are tall.,"The phones are not tall.
The phones are short.
The phones are medium."
n525029,/content/drive/MyDrive/mmml_project/gqa_images/n525029.png,What rides on the train tracks?,train,The train rides on the tracks.,a train. 302 is the number on the front of the train. 30
n173807,/content/drive/MyDrive/mmml_project/gqa_images/n173807.png,"Where in this image is the metal fence, on the left or on the right?",right,The fence is on the right of the image.,Answer: Left.
n171169,/content/drive/MyDrive/mmml_project/gqa_images/n171169.png,What is the pretty animal called?,horse,The animal is a horse.,horse.
n200225,/content/drive/MyDrive/mmml_project/gqa_images/n200225.png,"What kind of food is not yellow, the cheese or the pepperoni?",pepperoni,The pepperoni is not yellow.,The pizza has green peppers.  The pizza has black olives.  The pizza has red pepper
n200225,/content/drive/MyDrive/mmml_project/gqa_images/n200225.png,Which kind of food is not yellow?,pepperoni,The food is pepperoni.,the pizza or the box? Answer: Pizza.
n200225,/content/drive/MyDrive/mmml_project/gqa_images/n200225.png,Which kind of food isn't yellow?,pepperoni,The food is pepperoni.,the pizza or the box? Answer: Pizza.
n413002,/content/drive/MyDrive/mmml_project/gqa_images/n413002.png,Is the backpack on the left side?,yes,"Yes, the backpack is on the left of the image.",No.  It is on the right side.  It is on the left side.  It
n310828,/content/drive/MyDrive/mmml_project/gqa_images/n310828.png,Which kind of clothing is dull?,shirt,The clothing is a shirt.,glasses.
n310828,/content/drive/MyDrive/mmml_project/gqa_images/n310828.png,Which kind of clothing is black?,shirt,The clothing is a shirt.,"the woman's shirt?

glasses?

chair?

table?"
n263180,/content/drive/MyDrive/mmml_project/gqa_images/n263180.png,Is this a bus or a truck?,bus,This is a bus.,"Bus.

The bus is green.

The bus is double decker."
n367944,/content/drive/MyDrive/mmml_project/gqa_images/n367944.png,What's sitting atop the napkin?,donut,The doughnut is sitting atop the napkin.,"a donut with coconut on top of it? 
The donut is missing a bite."
n49438,/content/drive/MyDrive/mmml_project/gqa_images/n49438.png,How tall is the dresser?,tall,The dresser is tall.,The dresser is not tall.
n469156,/content/drive/MyDrive/mmml_project/gqa_images/n469156.png,Who is wearing a suit?,skateboarder,The skateboarder is wearing a suit.,The person in the middle.
n279581,/content/drive/MyDrive/mmml_project/gqa_images/n279581.png,Is the plastic helmet red or gray?,red,The helmet is red.,The plastic helmet is gray.  The plastic helmet is red.  The plastic helmet is gray
n278312,/content/drive/MyDrive/mmml_project/gqa_images/n278312.png,What's on the stove?,tea kettle,The tea kettle is on the stove.,"a kettle?

Yes."
n278312,/content/drive/MyDrive/mmml_project/gqa_images/n278312.png,Does the cooking utensil on the stove look rounded?,yes,"Yes, the tea kettle is rounded.","No, it is not. It is a kettle."
