imageId,image_file,question,answer,full_answer,strong_model_response,weak_model_response
n192021,/content/drive/MyDrive/mmml_project/gqa_images/n192021.png,Which kind of furniture is on the carpet?,chair,The piece of furniture is a chair.,"The furniture on the carpet includes a red sofa with decorative pillows, two chairs (one is a reclining style), and a coffee table. There are also some items placed on the coffee table.","chairs and a couch?

Japan poster. 2nd picture shows a lamp. 3"
n64959,/content/drive/MyDrive/mmml_project/gqa_images/n64959.png,Is the wire different in color than the stove?,no,"No, both the wire and the stove are black.","Yes, the wire appears to be a different color than the stove in the image. The wire is likely a neutral or metallic color, while the stove is black.","No the wire is not different in color than the stove.
The wire is white."
n244826,/content/drive/MyDrive/mmml_project/gqa_images/n244826.png,Are the shorts small and white?,no,"No, the shorts are small but black.","In the image, the player on the right wearing the green and white striped shirt has shorts that are primarily black and white, while the other players wearing red shirts are also in dark shorts. The shorts do not appear to be small and white.",Yes.  No.  No.  No.  No.  No.  No.
n117888,/content/drive/MyDrive/mmml_project/gqa_images/n117888.png,What does the sign hang on?,fence,The sign hangs on the fence.,The sign is hanging on a chain-link fence near a sports field.,"a chain link fence? 
a pole? 
a wall? 
a tree?"
n146522,/content/drive/MyDrive/mmml_project/gqa_images/n146522.png,Is the jacket black or red?,black,The jacket is black.,The jacket is red.,Red.  Black.  Red.  Black.  Red.  Black.  Red
n126087,/content/drive/MyDrive/mmml_project/gqa_images/n126087.png,Is the adult man to the right or to the left of the woman that wears a wrist band?,left,The man is to the left of the woman.,The adult man is to the left of the woman wearing a wristband.,"The adult man is to the right of the woman that wears a wrist band.
The adult"
n14,/content/drive/MyDrive/mmml_project/gqa_images/n14.png,Is the skateboarder on the right of the picture?,no,"No, the skateboarder is on the left of the image.","Yes, the skateboarder is on the left of the picture, crossing the pedestrian area.","No.
Is the skateboarder on the left of the picture? Yes.
Is the"
n199758,/content/drive/MyDrive/mmml_project/gqa_images/n199758.png,What is the short person holding?,remote control,The person is holding the remote.,"The short person is holding what appears to be a Wii remote, commonly used for gaming on the Nintendo Wii console.",a wii controller?  a cell phone?  a remote?  a book?  a
n386682,/content/drive/MyDrive/mmml_project/gqa_images/n386682.png,Does the dishwasher that is made of stainless steel look square and black?,no,"No, the dishwasher is square but silver.",The dishwasher in the image appears to be made of stainless steel and has a rectangular shape. It is not black; it has a metallic finish typical of stainless steel appliances.,Yes or no? No. Yes.
n369313,/content/drive/MyDrive/mmml_project/gqa_images/n369313.png,Which kind of furniture is it?,table,The piece of furniture is a table.,"The furniture in the image appears to be a round table, on which a wedding cake is displayed. The table is covered with a white tablecloth and is typically used for dining or serving food at events like weddings.",a dining room? a wedding? a party? a reception? a reception hall? a ballroom
n35676,/content/drive/MyDrive/mmml_project/gqa_images/n35676.png,What is the appliance that is to the left of the cabinets on the right side called?,dishwasher,The appliance is a dishwasher.,The appliance to the left of the cabinets on the right side is a dishwasher.,Stove? No. Oven? Yes. Stove? No. Oven? Yes.
n479092,/content/drive/MyDrive/mmml_project/gqa_images/n479092.png,What food is to the left of the napkin?,sandwiches,The food is sandwiches.,"To the left of the napkin, there is a fork and knife placed on the tray.","A: Honey. 
B: Bread. 
C: Salad. 
D"
n406334,/content/drive/MyDrive/mmml_project/gqa_images/n406334.png,Do you see any buses near the old people?,yes,"Yes, there is a bus near the people.","Yes, there is a bus near the group of people in the image. It appears to be a handy bus with the number 33 displayed on it.",Yes there is a bus near the old people.
n538039,/content/drive/MyDrive/mmml_project/gqa_images/n538039.png,What is the color of the trees that are not little?,green,The trees are green.,The trees in the background appear to have dark green foliage.,green? 2? 3? 4? 5? 6? 7?
n483840,/content/drive/MyDrive/mmml_project/gqa_images/n483840.png,What type of device is he using?,phone,The man is using a phone.,He is using a mobile phone to talk.,a cell phone?  a landline?  a flip phone?  a flip phone?
n411121,/content/drive/MyDrive/mmml_project/gqa_images/n411121.png,Is the shirt that looks clean long sleeved or short sleeved?,short sleeved,The shirt is short sleeved.,The shirt that looks clean is short-sleeved.,"Short sleeved. 
The shirt is short sleeved. 
The shirt is"
n363445,/content/drive/MyDrive/mmml_project/gqa_images/n363445.png,Is the large lid above the container that the fork is inside of?,yes,"Yes, the lid is above the food container.","Yes, the large lid above the container is covering the entire lunchbox, which holds the different food compartments, including the one with the fork inside it.",Yes or no?  No.  Yes.  No.  Yes.  No.
n363445,/content/drive/MyDrive/mmml_project/gqa_images/n363445.png,Does the lid above the food container have small size?,no,"No, the lid is large.","The lid above the food container appears to be of a similar size to the container itself, designed to fit snugly over it. It doesn’t seem particularly small in relation to the overall structure of the lunchbox.","No. 
Yes. 
No. 
Yes. 
No."
n184551,/content/drive/MyDrive/mmml_project/gqa_images/n184551.png,Does the umbrella have the same color as the bag?,yes,"Yes, both the umbrella and the bag are blue.","Yes, the umbrella is black and the bag is also black, so they have the same color.",No.
n511913,/content/drive/MyDrive/mmml_project/gqa_images/n511913.png,Is there a window in the scene?,yes,"Yes, there are windows.","Yes, there appear to be windows in the scene.","Yes, there is a window in the scene.

Is there a table in the scene"
n429961,/content/drive/MyDrive/mmml_project/gqa_images/n429961.png,What is in front of the vehicle in the top of the photo?,table,The table is in front of the vehicle.,"In front of the vehicle at the top of the photo, there are various types of vegetables displayed on a table. These include broccoli, cauliflower, and different varieties of cabbage. The vegetables are accompanied by price tags, indicating their cost.","- A basket of green beans.
- A basket of broccoli.
- A basket of"
n59627,/content/drive/MyDrive/mmml_project/gqa_images/n59627.png,What is the large animal doing?,looking up,The elephant is looking up.,"The large animal, an elephant, is being adorned with a decorative cloth, likely in preparation for a ceremonial event or celebration. People are seen climbing onto the elephant and adjusting the drapery, indicating that the elephant may be part of a procession or religious festival.","being decorated? 

What is the animal's color?

What is the animal's name"
n59627,/content/drive/MyDrive/mmml_project/gqa_images/n59627.png,What is the elephant doing?,looking up,The elephant is looking up.,"The elephant appears to be adorned with a decorative covering, likely for a celebration or ceremonial event, while a couple of people are assisting in securing the fabric on its back. One person is climbing onto the elephant, and another is supporting it from the side. The scene suggests a communal activity, possibly related to a festival or cultural display.","Being ridden by men.


The elephant is being decorated.


The elephant"
n278312,/content/drive/MyDrive/mmml_project/gqa_images/n278312.png,What type of appliance is to the right of the oven?,toaster,The appliance is a toaster.,"To the right of the oven, there is a microwave.","A refrigerator.
B microwave.
C dishwasher.
D oven.
Answer: A"
n441859,/content/drive/MyDrive/mmml_project/gqa_images/n441859.png,Where does the person to the left of the life vest stand on?,sand,The person stands on the sand.,The person to the left of the life vest is standing on the sand at the beach.,The person to the left of the life vest stands on the sand.
n355339,/content/drive/MyDrive/mmml_project/gqa_images/n355339.png,Is this a black laptop?,yes,"Yes, this is a black laptop.","Yes, the laptop appears to be black.","Yes.

No.

Answer: Yes.

Answer: No."
n278312,/content/drive/MyDrive/mmml_project/gqa_images/n278312.png,What kind of appliance is to the right of the stove?,toaster,The appliance is a toaster.,"To the right of the stove, there is a coffee maker.",A refrigerator.
n16378,/content/drive/MyDrive/mmml_project/gqa_images/n16378.png,What is the woman that is not sad holding onto?,papers,The woman is holding onto the papers.,"The woman in the image is holding onto a mobile phone and a piece of luggage, while also carrying a colorful bag.",a suitcase? a backpack? a phone? a book? a purse? a bag? a
n167552,/content/drive/MyDrive/mmml_project/gqa_images/n167552.png,Does the animal next to the tree look large and yellow?,no,"No, the dog is large but black.","The animal next to the tree appears to be a dog, and it is brown, not large and yellow.",No. It is a small black dog.
n65885,/content/drive/MyDrive/mmml_project/gqa_images/n65885.png,What is the table in front of?,cabinet,The table is in front of the cabinet.,"The table in the image appears to be in front of a window, with boxes and some office furniture visible in the background. The scene looks like it is set in an office or work environment.",a desk? a shelf? a cabinet? a window? a door? a wall? a machine
n534106,/content/drive/MyDrive/mmml_project/gqa_images/n534106.png,Which kind of furniture does the woman sit atop?,couch,The woman sits atop the couch.,The woman is sitting atop a sofa.,a couch? a chair? a bed? a table? a counter? a shelf? a cabinet
n160664,/content/drive/MyDrive/mmml_project/gqa_images/n160664.png,On which side is the young person?,right,The man is on the right of the image.,The young person is on the right side of the image.,On the right side.
n65885,/content/drive/MyDrive/mmml_project/gqa_images/n65885.png,Is there a couch on top of the gray carpet?,no,"No, there is a table on top of the carpet.","I cannot see a couch in the image, only a dog and a stuffed toy on a gray carpet.",No.  Is there a dog on top of the gray carpet? Yes.  Is there a
n518912,/content/drive/MyDrive/mmml_project/gqa_images/n518912.png,What is the color of the jacket?,gray,The jacket is gray.,The jacket of the person speaking appears to be gray.,"Black.

The man is wearing a black jacket.

The man is wearing"
n65885,/content/drive/MyDrive/mmml_project/gqa_images/n65885.png,What's in front of the cabinet?,table,The table is in front of the cabinet.,"In front of the cabinet, there is a dog lying on the floor, holding a small stuffed bear. The background features boxes and office furniture.",a dog?  Yes.  A dog is in front of the cabinet.  The dog is
n400036,/content/drive/MyDrive/mmml_project/gqa_images/n400036.png,What's in front of the woman?,cars,The cars are in front of the woman.,"In front of the woman, there is a soccer ball that she is throwing. She is wearing a green goalkeeper jersey and gloves, and is positioned on a grass soccer field. In the background, there are trees and parked cars.",a ball?  Yes.  No.  No.  Yes.  No.  No
n400036,/content/drive/MyDrive/mmml_project/gqa_images/n400036.png,What is in front of the woman?,cars,The cars are in front of the woman.,"In front of the woman, there is a soccer ball that she is about to throw. She is positioned on a grassy field, and there are trees and vehicles in the background.",a ball? 2 cars? 3 cars? 4 cars? 5 cars?
n275148,/content/drive/MyDrive/mmml_project/gqa_images/n275148.png,Which color is the floor?,brown,The floor is brown.,The floor appears to be a light wood color.,"Beige and brown

Black

White

Brown

Answer: Black"
n192021,/content/drive/MyDrive/mmml_project/gqa_images/n192021.png,Are the couch and the fan the same color?,no,"No, the couch is red and the fan is white.","No, the couch and the fan are not the same color. The couch is red, while the fan is white.","No, the couch is red and the fan is white."
n167552,/content/drive/MyDrive/mmml_project/gqa_images/n167552.png,What is the color of the chair the person sits on?,dark,The chair is dark.,The chair that the person is sitting on appears to be black.,Black.
n315887,/content/drive/MyDrive/mmml_project/gqa_images/n315887.png,Does the device to the right of the keyboard look smooth and large?,no,"No, the mouse is smooth but small.","The device to the right of the keyboard appears to be a computer mouse. It looks somewhat smooth, but size can be subjective based on the context and perspective.","Yes, it is a phone.

No, it is a computer."
n35676,/content/drive/MyDrive/mmml_project/gqa_images/n35676.png,Does the granite countertop appear to be clean and beige?,no,"No, the counter top is clean but black.","The countertop appears to be dark in color, likely a shade of black or dark gray, rather than beige. It seems clean and well-maintained.","2. What is the color of the walls in the kitchen?

3. What is the"
n65885,/content/drive/MyDrive/mmml_project/gqa_images/n65885.png,Is the small animal to the left of the cabinet made of wood?,yes,"Yes, the dog is to the left of the cabinet.","The small animal next to the dog appears to be a plush toy rather than a real animal, so it is not likely made of wood.",No.  It is a dog.  It is a stuffed animal.  It is a
n98540,/content/drive/MyDrive/mmml_project/gqa_images/n98540.png,Which color is the cap?,blue,The cap is blue.,The cap is blue.,Blue? Yellow? White? Red? Orange? Green? Purple? Brown? Gray? Black?
n262920,/content/drive/MyDrive/mmml_project/gqa_images/n262920.png,What is in front of the black cables?,laptops,The laptops are in front of the cables.,"In front of the black cables, there are several laptops arranged on a table, along with an upright device that appears to be a monitor or display. There is also a person standing with their back to the camera, interacting with one of the laptops.",a mouse? a bottle? a laptop? a screen? a door? a backpack? a bag
n262920,/content/drive/MyDrive/mmml_project/gqa_images/n262920.png,What is located on top of the desk?,laptops,The laptop computers are on top of the desk.,"On top of the desk, there are several laptops, a microphone or speaker, a small device that might be a webcam, and a water bottle. The scene appears to be set in a classroom environment.",a computer and a laptop? and a mouse? and a bottle? and a bag? and a
n262920,/content/drive/MyDrive/mmml_project/gqa_images/n262920.png,What are the devices on top of the little desk that is on top of the floor called?,laptops,The devices are laptops.,The devices on the desk are called laptops.,Laptops.
n262920,/content/drive/MyDrive/mmml_project/gqa_images/n262920.png,Which kind of device is on top of the desk?,laptops,The devices are laptops.,The device on top of the desk appears to be a laptop.,a computer? a laptop? a tablet? a phone? a camera? a printer? a scanner
n508733,/content/drive/MyDrive/mmml_project/gqa_images/n508733.png,Is the soup to the right of the coffee cup?,yes,"Yes, the soup is to the right of the coffee cup.","Yes, the soup is to the right of the coffee cup in the image.",Yes or no. No. 2. Yes. 3. No. 4. Yes
n520071,/content/drive/MyDrive/mmml_project/gqa_images/n520071.png,Are the thick books to the left or to the right of the cat?,right,The books are to the right of the cat.,The thick books are to the left of the cat.,"The thick books are to the right of the cat.
The thick books are to the"
n162148,/content/drive/MyDrive/mmml_project/gqa_images/n162148.png,What type of device is to the left of the man that is not old?,remote control,The device is a remote control.,"The device to the left of the man is a Wii Remote, which is used for playing games on the Nintendo Wii console.",Wii remote?  Yes.  Wii remote.  Wii remote.  Wii
n216553,/content/drive/MyDrive/mmml_project/gqa_images/n216553.png,Which color do you think are the pants?,light blue,The pants are light blue.,The pants appear to be blue.,Blue or white? Answer: White. 2. What color are the pants? White.
n64959,/content/drive/MyDrive/mmml_project/gqa_images/n64959.png,"Which is smaller, the stove or the refrigerator?",stove,The stove is smaller than the refrigerator.,"The stove is generally smaller than the refrigerator. In the image, the stove appears to be more compact in size compared to the larger footprint of the refrigerator.","The refrigerator is smaller.


The stove is larger.
The refrigerator is larger."
n398429,/content/drive/MyDrive/mmml_project/gqa_images/n398429.png,Does the oven to the left of the table look closed or open?,closed,The oven is closed.,The oven to the left of the table appears to be closed.,"Black.
The oven is closed.
The oven is open.
The oven is closed"
n560243,/content/drive/MyDrive/mmml_project/gqa_images/n560243.png,"On which side is the tennis ball, the right or the left?",left,The tennis ball is on the left of the image.,The tennis ball is on the left side of the image.,The tennis ball is on the right side.  The tennis ball is on the left side.
n369970,/content/drive/MyDrive/mmml_project/gqa_images/n369970.png,Is that forest short or tall?,tall,The forest is tall.,The forest in the image appears to have tall trees.,The trees are tall.  The trees are short.  The trees are medium.  The
n296467,/content/drive/MyDrive/mmml_project/gqa_images/n296467.png,Which kind of food is not sprinkled?,cookies,The food is cookies.,"In the image, the foods that are not sprinkled include the carrot sticks, the edamame, and the rice balls. The cupcakes have sprinkles, while the other items do not.",the cupcakes?  Yes or No.  No.  Sprinkles are on the
n64959,/content/drive/MyDrive/mmml_project/gqa_images/n64959.png,Which kind of appliance is bigger than the stove?,refrigerator,The appliance is a refrigerator.,"In the image, the refrigerator is an appliance that is typically bigger than the stove.","The refrigerator is bigger than the stove.
The refrigerator is white.
The stove is black"
n283587,/content/drive/MyDrive/mmml_project/gqa_images/n283587.png,What color is the coffee table?,light brown,The coffee table is light brown.,"The coffee table appears to be a light color, likely a natural wood finish.",The coffee table is brown.
n512257,/content/drive/MyDrive/mmml_project/gqa_images/n512257.png,Which color is the hat the man is wearing?,brown,The hat is brown.,The hat the man is wearing is brown.,brown?  red?  blue?  yellow?  none?  Answer: brown  Answer
n153118,/content/drive/MyDrive/mmml_project/gqa_images/n153118.png,What vehicle is in front of the trees made of wood?,train,The vehicle is a train.,The vehicle in front of the trees made of wood is a train.,a car? a truck? a train? a bus? a plane? a boat? a helicopter
n153118,/content/drive/MyDrive/mmml_project/gqa_images/n153118.png,What's before the trees?,train,The train is in front of the trees.,"Before the trees in the image, there appears to be a train on the tracks, approaching a platform with signals and other railway infrastructure.","A train.

A train is before the trees.

The train is before"
n567860,/content/drive/MyDrive/mmml_project/gqa_images/n567860.png,What is lying next to the kitten that is lying on top of the countertop?,banana,The banana is lying next to the kitten.,"Next to the kitten, there is a banana lying on the countertop.","A banana.
B. A glass.
C. A bowl.
D. A"
n184385,/content/drive/MyDrive/mmml_project/gqa_images/n184385.png,Does the potato look fried and round?,no,"No, the potato is round but raw.","The image does not show a fried round potato. Instead, it features sliced white vegetables, likely daikon radish, along with some carrots. There are no fried potatoes visible.","No, it is sliced."
n250715,/content/drive/MyDrive/mmml_project/gqa_images/n250715.png,Who is wearing a shirt?,pilot,The pilot is wearing a shirt.,"In the image, the person sitting in the chair is wearing a shirt.",A boy.
n315887,/content/drive/MyDrive/mmml_project/gqa_images/n315887.png,On which side is the computer?,right,The computer is on the right of the image.,The computer is on the right side of the image.,"Left side.
On which side is the mouse? Right side.
On which side is the"
n184385,/content/drive/MyDrive/mmml_project/gqa_images/n184385.png,What shape is the potato?,round,The potato is round.,"In the image, the potato is cut into thin, round slices, which have a circular or disc-like shape.","Carrot.
Carrot.
Carrot.
Carrot.
Carrot."
n298104,/content/drive/MyDrive/mmml_project/gqa_images/n298104.png,Does the shirt that is not long sleeved have black color?,no,"No, the shirt is red.","The shirt that is not long sleeved is red, not black.",No.
n6908,/content/drive/MyDrive/mmml_project/gqa_images/n6908.png,What is the picture frame around of?,picture,The picture frame is around the picture.,"The picture frame in the image appears to contain a decorative or artistic print, possibly depicting a historical or scenic theme. If you need more specific details about the artwork itself, I can’t identify what it specifically represents.",The picture frame is around a painting.
n6908,/content/drive/MyDrive/mmml_project/gqa_images/n6908.png,Is the picture frame around the picture that is hanging above the flowers?,yes,"Yes, the picture frame is around the picture.","Yes, the picture frame is hanging above the flowers in the image.","Yes, it is."
n51002,/content/drive/MyDrive/mmml_project/gqa_images/n51002.png,On which side of the image is the lamp?,left,The lamp is on the left of the image.,The lamp is located on the right side of the image.,"Left? Right? 
Answer: Left."
n28572,/content/drive/MyDrive/mmml_project/gqa_images/n28572.png,What is the glass in front of?,menu,The glass is in front of the menu.,"The glass in front appears to be part of a dining setup on a table, likely intended for drinks. It is placed among other tableware, including cups, plates, and a decorative floral centerpiece. The setting suggests a formal dining occasion or event.",The glass is in front of a flower vase.
n548534,/content/drive/MyDrive/mmml_project/gqa_images/n548534.png,Is there either a white microwave or dishwasher?,no,"No, there is a microwave but it is black.","In the image, there does not appear to be a white microwave or dishwasher visible. The microwave is black, and the dishwasher is not shown.",No.  There is a black microwave.  There is a white dishwasher.  There is
n381072,/content/drive/MyDrive/mmml_project/gqa_images/n381072.png,Do you see either plates or breads that are round?,yes,"Yes, the plate is round.","Yes, there are several round breads or cakes displayed on round plates in the image.","Yes. 

No. 

Yes. 

No. 

Yes."
n289376,/content/drive/MyDrive/mmml_project/gqa_images/n289376.png,What is covered by the sky?,trees,The trees are covered by the sky.,"The sky typically covers the atmosphere above the Earth, which includes clouds, stars, the sun, and the moon, as well as weather phenomena. It provides the backdrop for everything that exists on the surface, including landscapes, structures, and human activities. In the photo you provided, the sky is positioned above the parking signs and the colorful art installation below it.","clouds?
No.
Sky.
Sky.
Sky.
Sky.
Sky."
n501609,/content/drive/MyDrive/mmml_project/gqa_images/n501609.png,What kind of appliance is to the left of the oven?,refrigerator,The appliance is a refrigerator.,The appliance to the left of the oven appears to be a microwave.,Microwave oven.
n501609,/content/drive/MyDrive/mmml_project/gqa_images/n501609.png,What kind of appliance is to the left of the oven?,refrigerator,The appliance is a refrigerator.,The appliance to the left of the oven appears to be a microwave.,Microwave oven.
n181355,/content/drive/MyDrive/mmml_project/gqa_images/n181355.png,What kind of device is right of the pillow?,wii controller,The device is a Wii controller.,The device to the right of the pillow appears to be a TV remote control.,a remote control? 2 remotes? 3 remotes? 4 remotes?
n181355,/content/drive/MyDrive/mmml_project/gqa_images/n181355.png,What kind of device is to the right of the pillow made of cloth?,wii controller,The device is a Wii controller.,"To the right of the pillow made of cloth, there appears to be a gaming console controller.","A: Pillowcase
B: Pillow
C: Blanket
D: Tow"
n95313,/content/drive/MyDrive/mmml_project/gqa_images/n95313.png,What is the tray made of?,plastic,The tray is made of plastic.,"The tray in the image appears to be made of plastic, as indicated by its lightweight and solid appearance.","- plastic
- wood
- metal
- glass
- plastic
Answer: plastic."
n543966,/content/drive/MyDrive/mmml_project/gqa_images/n543966.png,Which kind of animal is gray?,elephants,The animal is elephants.,"The animal in the image is an elephant, which is often gray in color. Elephants are known for their large size and distinctive features, such as their trunks and tusks.",The elephant. 2. The elephant is gray. 3. The elephant is gray.
n393305,/content/drive/MyDrive/mmml_project/gqa_images/n393305.png,What is located on top of the pole?,traffic sign,The traffic sign is on top of the pole.,"The image shows a fire hydrant that has been painted gold, and there is a stop sign on a pole above it.",street lights? Yes. 2. 3. 4. 5. 6.
n49438,/content/drive/MyDrive/mmml_project/gqa_images/n49438.png,Which kind of furniture is not short?,dresser,The furniture is a dresser.,"Furniture that is typically not considered short includes items like beds, sofas, and dining tables. These pieces are generally designed at higher heights to accommodate adults and standard usability in spaces.",a bed? yes.
n296467,/content/drive/MyDrive/mmml_project/gqa_images/n296467.png,What are the vegetables that are not cut?,beans,The vegetables are beans.,"In the photo, the vegetables that are not cut are the edamame, which are whole pods. The carrots are cut into small pieces, so they do not count as whole vegetables.",carrots and celery?  They are in the top left of the image.  The carrots are in
n497789,/content/drive/MyDrive/mmml_project/gqa_images/n497789.png,How are the animals in front of the people near the vehicle called?,zebras,The animals are zebras.,The animals in front of the people near the vehicle are called giraffes and zebras.,"Giraffes.
Zebras.
Giraffe.
Goat."
n497789,/content/drive/MyDrive/mmml_project/gqa_images/n497789.png,Which kind of animal is in front of the people?,zebras,The animals are zebras.,The animals in front of the people are giraffes and zebras.,a zebra? a giraffe? a horse? a cow? a dog? a cat? a bird
n100991,/content/drive/MyDrive/mmml_project/gqa_images/n100991.png,What is the shape of the food to the right of the sausage?,round,The egg is round.,"The food to the right of the sausage appears to be shaped like a square or rectangle, resembling waffles.",Egg.
n219840,/content/drive/MyDrive/mmml_project/gqa_images/n219840.png,"What type of animal is beautiful, the deer or the zebra?",deer,The deer is beautiful.,"Beauty is subjective and varies from person to person. Both deer and zebras have unique features that many people find beautiful. Deer are often admired for their graceful stature and soft fur, while zebras are celebrated for their striking black-and-white stripes. Ultimately, it depends on personal preference!",The zebra is.  The deer is.  Answer: zebra.  Answer: deer.
n219840,/content/drive/MyDrive/mmml_project/gqa_images/n219840.png,What kind of animal is not beautiful?,zebra,The animal is a zebra.,"Beauty in animals is subjective and varies from person to person. Some might find certain animals less conventionally attractive based on their features or markings. For example, due to their unique appearance, some might consider animals like hyenas or certain types of insects less beautiful. Ultimately, every animal has its own charm and plays a role in the ecosystem!",deer?  zebra?  donkey?  horse?  cow?  pig?  chicken
n100991,/content/drive/MyDrive/mmml_project/gqa_images/n100991.png,Are there any potatoes to the left of the silver fork?,no,"No, there are beans to the left of the fork.",There are no potatoes visible to the left of the silver fork in the image.,Answer: No.
n171169,/content/drive/MyDrive/mmml_project/gqa_images/n171169.png,What is covered by the man?,helmet,The helmet is covered by the man.,"The man is covered by a fitted shirt, riding pants, and a helmet. He is also mounted on a horse.",saddle? horse? jump? 3? 4? 5? 6? 7
n480253,/content/drive/MyDrive/mmml_project/gqa_images/n480253.png,What is parked along the street?,fire truck,The fire truck is parked along the street.,"A red GMC truck is parked along the street. It appears to be a water or fuel tanker, given its shape and design. Also visible in the background are emergency vehicles, likely fire trucks, and a building. The area is covered in snow.",a fire truck? a truck? a car? a motorcycle? a bicycle? a horse? a
n480253,/content/drive/MyDrive/mmml_project/gqa_images/n480253.png,What kind of vehicle is parked along the street?,fire truck,The vehicle is a fire truck.,"The vehicle parked along the street is a red tanker truck. It appears to be a GMC model, commonly used for transporting liquids, possibly for fire protection or other utility services, given the context of the scene.",a fire truck? a truck? a car? a bus? a train? a plane? a
n480253,/content/drive/MyDrive/mmml_project/gqa_images/n480253.png,Which kind of vehicle is parked along the street?,fire truck,The vehicle is a fire truck.,The vehicle parked along the street is a red tanker truck.,a fire truck? a dump truck? a semi truck? a school bus? a car? a
n480253,/content/drive/MyDrive/mmml_project/gqa_images/n480253.png,Are there both motorcycles and ambulances in this photo?,no,"No, there is an ambulance but no motorcycles.","No, there are no motorcycles or ambulances in this photo. The image features a red truck, possibly a fire or service vehicle, and some other trucks in the background, but no motorcycles or ambulances are visible.",No. Answer: No. Answer: No. Answer: No. Answer: No. Answer:
n480253,/content/drive/MyDrive/mmml_project/gqa_images/n480253.png,Are there either any steel fences or ambulances?,yes,"Yes, there is a steel ambulance.",There are no steel fences or ambulances visible in the image. The focus is primarily on a red truck and a building in the background.,No. 2. 3. 4. 5. 6. 7.
n246334,/content/drive/MyDrive/mmml_project/gqa_images/n246334.png,Are there any open doors or windows?,no,"No, there are doors but they are closed.","Yes, the image shows a room with a door that appears to be open, as well as large windows that are also open.","No, there are no doors or windows."
n367944,/content/drive/MyDrive/mmml_project/gqa_images/n367944.png,Is the white device to the right or to the left of the white bag?,right,The laptop is to the right of the bag.,The white device is to the right of the white bag.,"The white device is to the right of the white bag.

The white bag is"
n367944,/content/drive/MyDrive/mmml_project/gqa_images/n367944.png,What is sitting on the square table?,laptop,The laptop is sitting on the table.,"On the square table, there is a snack that appears to be a pastry or donut covered in coconut, a carton of milk, a bag that looks like it might contain food, and a laptop.","a laptop and a donut? 
The laptop is open and the screen is lit up."
n557666,/content/drive/MyDrive/mmml_project/gqa_images/n557666.png,What vehicle is to the left of the woman?,truck,The vehicle is a truck.,To the left of the woman is a pickup truck.,"A truck.
A truck is to the left of the woman."
n557666,/content/drive/MyDrive/mmml_project/gqa_images/n557666.png,Is the large vehicle to the right or to the left of the round mirror?,left,The truck is to the left of the mirror.,The large vehicle is to the left of the round mirror.,The large vehicle is to the right of the round mirror.
n119944,/content/drive/MyDrive/mmml_project/gqa_images/n119944.png,What is the man in front of?,tree,The man is in front of the tree.,The man appears to be in front of an elephant in a park or an outdoor setting. The scene includes seating areas and some people nearby.,a tree? a building? a bench? a table? a potted plant? a basket?
n275857,/content/drive/MyDrive/mmml_project/gqa_images/n275857.png,"On which side is the fence, the left or the right?",left,The fence is on the left of the image.,The fence is on the left side of the image.,The fence is on the right side.
n513100,/content/drive/MyDrive/mmml_project/gqa_images/n513100.png,Is the table white and wooden?,yes,"Yes, the table is white and wooden.","The table appears to be white, but it looks like it is made of plastic rather than wood.","No, the table is white plastic.

The bird is brown and white."
n486200,/content/drive/MyDrive/mmml_project/gqa_images/n486200.png,Does the signal light made of metal look low?,yes,"Yes, the traffic light is low.","The signal light in the image appears to be positioned at a height that looks typical for traffic signals, which are often mounted on poles. However, the perspective of the photo can affect how low or high it seems in relation to the surroundings.",Yes.  No.  No.  Yes.  No.  No.  Yes
n413319,/content/drive/MyDrive/mmml_project/gqa_images/n413319.png,Is the racket in the bottom part of the photo?,no,"No, the racket is in the top of the image.","No, the racket is not in the bottom part of the photo. It is held by the player who is positioned towards the top part of the image, as they are in the process of serving.","Yes, it is.  The man is holding the racket in his right hand.  The"
n295771,/content/drive/MyDrive/mmml_project/gqa_images/n295771.png,Is it indoors?,yes,"Yes, it is indoors.","Yes, the image depicts an indoor space.",Yes.  It is.  It is a house.  It is a living room.
n243701,/content/drive/MyDrive/mmml_project/gqa_images/n243701.png,Does the girl beside the signal light seem to be walking?,no,"No, the girl is standing.","The girl beside the signal light appears to be standing still, not walking.","Yes or no?
No."
n526228,/content/drive/MyDrive/mmml_project/gqa_images/n526228.png,Are both the couch in front of the mirror and the side table brown?,yes,"Yes, both the couch and the side table are brown.","Yes, both the couch in front of the mirror and the side table appear to be brown.","No, the couch in front of the mirror is brown and the side table is white."
n578564,/content/drive/MyDrive/mmml_project/gqa_images/n578564.png,What is the picture hanging above?,chalkboard,The picture is hanging above the chalkboard.,"The picture hanging above appears to be a still life featuring a variety of fruits, possibly including a bottle and some other items. The background color of the painting seems to complement the warm tones of the wall.",a toaster? a pot? a cutting board? a chalkboard? a picture? a wall
n293477,/content/drive/MyDrive/mmml_project/gqa_images/n293477.png,What is the utensil that looks gray made of?,metal,The spoon is made of metal.,"The gray utensil in the image appears to be a pair of scissors. It is commonly made of stainless steel or other metal, often with plastic or rubber grips for comfort and ease of use. If this is not what you meant, please provide more context or a description.","Plastic.
Metal.
Wood.
Plastic.
Metal.
Gray"
n140421,/content/drive/MyDrive/mmml_project/gqa_images/n140421.png,Is the large appliance white or dark?,dark,The fridge is dark.,The large appliance in the image is dark.,Black?  Black and white?  White?  Dark?  Black and white?
